,Pokemon1,Pokemon2,HP1,Attack1,Defense1,Sp.Atk1,Sp.Def1,Speed1,HP2,Attack2,Defense2,Sp.Atk2,Sp.Def2,Speed2,Winner,Winner_Encode
405,536,720,50,65,107,105,107,86,61,78,95,56,58,57,536,0
406,729,586,85,56,77,50,77,78,85,135,130,60,80,25,586,1
407,715,80,91,72,90,129,90,108,80,70,65,80,120,100,715,0
408,516,740,115,140,130,55,55,40,78,65,68,112,154,75,516,0
409,440,525,64,66,68,81,76,50,110,130,80,70,60,80,525,1
410,174,410,65,80,80,59,63,58,95,145,130,120,90,120,410,1
411,634,424,55,50,40,40,40,75,100,150,140,100,90,90,424,1
412,252,797,90,120,120,60,60,50,50,160,110,160,110,110,797,1
413,317,294,1,90,45,30,30,40,40,30,30,40,50,30,317,0
414,463,790,30,30,42,30,42,70,95,117,184,44,46,28,790,1
415,770,7,123,77,72,99,92,58,78,84,78,109,85,100,7,1
416,110,783,60,50,70,80,80,140,54,66,70,44,55,46,110,0
417,454,469,67,125,40,30,30,58,70,60,70,87,78,85,469,1
418,241,731,55,55,85,65,85,35,62,73,55,56,52,84,241,0
419,688,190,95,110,95,40,95,55,35,20,65,40,65,20,688,0
420,271,21,106,130,90,110,154,90,40,45,40,35,35,56,271,0
421,738,789,44,38,39,61,79,42,55,69,85,32,35,28,738,0
422,476,223,65,76,84,54,96,105,65,75,105,35,65,85,476,0
423,574,283,75,98,63,98,63,101,100,110,90,85,90,60,574,0
424,621,551,50,75,70,35,70,48,100,100,100,100,100,100,551,1
425,723,617,59,59,58,90,70,73,105,30,105,140,105,55,723,0
426,1,679,45,49,49,65,65,45,80,70,40,100,60,145,679,1
427,595,131,105,140,95,55,65,45,60,75,85,100,85,115,595,0
428,433,339,55,68,64,45,55,31,70,75,60,105,60,105,339,1
429,247,452,45,60,30,80,50,65,40,30,35,50,70,55,247,0
430,19,709,65,90,40,45,80,75,89,125,90,115,80,101,709,1
431,410,278,95,145,130,120,90,120,60,85,60,85,60,55,410,0
432,103,142,60,65,80,170,95,130,95,155,109,70,130,81,103,0
433,37,337,90,92,87,75,85,76,60,100,85,80,85,100,337,1
434,453,29,60,70,65,125,105,90,35,60,44,40,54,55,453,0
435,73,113,70,80,50,35,35,35,50,50,95,40,50,35,113,1
436,374,87,43,80,65,50,35,35,95,75,110,100,80,30,374,0
437,634,784,55,50,40,40,40,75,59,66,70,44,55,41,784,1
438,681,790,45,85,50,55,50,65,95,117,184,44,46,28,681,0
439,181,765,55,35,50,55,110,85,44,38,33,61,43,70,181,0
440,584,498,55,75,85,25,25,15,70,110,70,115,70,90,498,1
441,586,590,85,135,130,60,80,25,110,135,60,50,65,88,590,1
442,732,1,78,81,71,74,69,126,45,49,49,65,65,45,732,0
443,478,524,60,60,60,105,105,105,75,95,125,45,75,95,478,0
444,734,19,45,22,60,27,30,29,65,90,40,45,80,75,19,1
445,634,348,55,50,40,40,40,75,45,90,20,65,20,65,634,0
446,567,755,65,80,65,35,65,60,62,48,66,59,57,49,567,0
447,354,82,70,100,70,105,75,40,55,95,115,45,45,35,354,0
448,417,783,80,75,150,75,150,50,54,66,70,44,55,46,417,0
449,420,85,80,90,80,130,110,110,65,100,70,80,80,105,420,0
450,610,215,70,60,75,110,75,90,95,75,80,100,110,30,610,0
451,350,160,70,140,70,110,65,105,41,64,45,50,50,50,350,0
452,122,588,250,5,5,35,105,50,67,57,55,77,55,114,588,1
453,159,77,90,100,90,125,85,90,65,90,50,85,45,55,159,0
454,398,598,80,120,80,120,80,100,105,95,75,85,75,74,398,0
455,300,704,40,55,30,30,30,85,79,100,80,110,90,121,704,1
456,508,293,69,69,76,69,86,91,60,50,70,50,90,65,508,0
457,763,685,50,53,62,58,63,44,89,124,80,55,80,55,685,1
458,428,203,100,100,100,100,100,100,35,35,40,35,55,50,428,0
459,509,199,45,20,50,60,120,50,70,20,50,20,50,40,509,0
460,106,592,85,73,70,73,115,67,103,60,126,80,126,50,106,0
461,550,394,70,90,90,135,90,125,65,150,60,115,60,115,550,0
462,310,48,60,40,60,40,60,35,75,80,70,65,75,90,48,1
463,80,314,80,70,65,80,120,100,150,160,100,95,65,100,314,1
464,463,203,30,30,42,30,42,70,35,35,40,35,55,50,463,0
465,484,9,103,93,67,71,61,84,78,104,78,159,115,100,9,1
466,700,49,91,90,129,90,72,108,45,50,55,75,65,30,700,0
467,437,533,64,78,52,78,52,81,50,65,107,105,107,86,533,1
468,73,485,70,80,50,35,35,35,57,24,86,24,86,23,73,0
469,627,314,74,108,133,83,65,32,150,160,100,95,65,100,314,1
470,216,657,60,60,60,85,85,85,50,47,50,57,50,65,216,0
471,126,617,30,40,70,70,25,60,105,30,105,140,105,55,126,0
472,632,707,40,65,40,80,40,65,100,120,100,150,120,90,707,1
473,692,331,110,65,105,55,95,80,50,70,100,40,40,30,692,0
474,11,309,59,63,80,65,80,58,70,60,62,80,82,60,309,1
475,483,22,63,63,47,41,41,74,63,60,55,50,50,71,483,0
476,665,170,65,85,70,75,70,40,39,52,43,60,50,65,170,1
477,540,337,75,125,70,125,70,115,60,100,85,80,85,100,540,0
478,39,299,61,72,57,55,55,65,90,100,60,90,60,80,299,1
479,761,762,50,60,60,60,60,30,65,75,90,97,123,44,762,1
480,441,1,84,86,88,111,101,60,45,49,49,65,65,45,441,0
481,434,137,75,89,85,55,65,36,65,125,100,55,70,85,137,1
482,700,433,91,90,129,90,72,108,55,68,64,45,55,31,700,0
483,52,379,35,70,55,45,55,25,86,81,97,81,107,43,379,1
484,158,171,90,90,85,125,90,100,58,64,58,80,65,80,158,0
485,769,374,77,59,50,67,63,46,43,80,65,50,35,35,769,0
486,789,690,55,69,85,32,35,28,100,123,75,57,75,80,690,1
487,393,255,65,130,60,75,60,75,55,20,35,20,45,75,255,1
488,307,741,68,85,65,165,135,100,66,65,48,62,57,52,307,0
489,528,492,68,165,95,65,115,110,58,70,45,40,45,42,528,0
490,212,24,65,65,60,130,95,110,83,80,80,135,80,121,24,1
491,99,173,50,95,180,85,45,70,50,65,64,44,48,43,99,0
492,58,253,40,45,35,40,40,90,85,80,90,105,95,60,58,0
493,226,289,60,80,50,40,40,30,45,45,35,20,30,20,226,0
494,365,609,45,40,60,40,75,50,45,35,50,70,50,30,365,0
495,409,532,95,135,80,110,80,100,50,50,77,95,77,91,409,0
496,647,294,60,60,50,40,50,75,40,30,30,40,50,30,647,0
497,15,756,50,20,55,25,25,30,82,80,86,85,75,72,756,1
498,196,774,90,75,85,115,90,55,50,50,150,50,150,50,196,0
499,265,68,100,75,115,90,115,85,90,95,95,70,90,70,265,0
500,564,749,45,55,39,35,39,42,45,80,100,35,37,28,749,1
501,750,248,59,110,150,45,49,35,75,90,50,110,80,95,248,1
502,142,107,95,155,109,70,130,81,30,105,90,25,25,50,142,0
503,427,404,105,180,100,180,100,115,55,84,105,114,75,52,427,0
504,454,302,67,125,40,30,30,58,40,30,30,55,30,85,302,1
505,323,574,50,20,40,20,40,20,75,98,63,98,63,101,574,1
506,262,67,255,10,10,75,135,55,65,65,65,50,50,90,67,1
507,710,434,89,145,90,105,80,91,75,89,85,55,65,36,710,0
508,291,666,60,70,50,100,50,65,85,115,80,105,80,50,291,0
509,233,445,80,185,115,40,105,75,59,45,40,35,40,31,233,0
510,126,494,30,40,70,70,25,60,108,130,95,80,85,102,494,1
511,252,108,90,120,120,60,60,50,55,130,115,50,50,75,108,1
512,69,212,25,20,15,105,55,90,65,65,60,130,95,110,212,1
513,120,342,80,85,95,30,30,25,60,40,50,75,85,95,120,0
514,224,173,75,85,200,55,65,30,50,65,64,44,48,43,173,1
515,695,94,52,65,50,45,50,38,65,45,55,45,70,45,94,1
516,672,355,46,87,60,30,40,57,70,120,100,145,105,20,672,0
517,409,254,95,135,80,110,80,100,73,95,62,85,65,85,409,0
518,195,607,70,55,55,80,60,45,40,27,60,37,50,66,607,1
519,528,327,68,165,95,65,115,110,50,75,75,65,65,50,327,1
520,127,81,55,65,95,95,45,85,40,80,100,30,30,20,127,0
521,698,336,55,85,55,50,55,60,60,60,75,60,75,80,336,1
522,422,705,100,100,90,150,140,90,79,115,70,125,80,111,705,1
523,432,397,50,95,90,95,90,180,80,80,80,80,80,80,432,0
524,409,376,95,135,80,110,80,100,40,40,55,40,70,55,409,0
525,582,424,45,60,32,50,32,76,100,150,140,100,90,90,424,1
526,521,268,86,76,86,116,56,95,100,134,110,95,100,61,521,0
527,304,708,28,25,25,45,35,40,100,150,120,120,100,90,708,1
528,385,492,60,90,70,60,120,40,58,70,45,40,45,42,492,1
529,560,70,110,123,65,100,65,65,40,35,30,120,70,105,560,0
530,545,149,150,100,120,100,120,90,65,60,70,85,75,40,149,1
531,68,362,90,95,95,70,90,70,80,100,80,80,80,100,362,1
532,672,732,46,87,60,30,40,57,78,81,71,74,69,126,732,1
533,632,14,40,65,40,80,40,65,45,30,35,20,20,45,632,0
534,641,341,110,65,75,125,85,30,60,50,40,85,75,95,341,1
535,365,428,45,40,60,40,75,50,100,100,100,100,100,100,428,1
536,594,425,85,105,85,40,50,40,100,180,160,150,90,90,425,1
537,764,529,71,73,88,120,89,59,60,55,145,75,150,40,764,0
538,397,161,80,80,80,80,80,80,61,84,65,70,70,70,397,0
539,111,670,60,40,80,60,45,40,60,40,60,95,60,55,670,1
540,219,738,70,80,65,90,65,85,44,38,39,61,79,42,219,0
541,408,647,65,95,100,60,50,50,60,60,50,40,50,75,647,1
542,516,107,115,140,130,55,55,40,30,105,90,25,25,50,107,1
543,622,736,65,90,115,45,115,58,62,50,58,73,54,72,736,1
544,212,128,65,65,60,130,95,110,45,67,60,35,50,63,212,0
545,685,648,89,124,80,55,80,55,80,100,70,60,70,95,648,1
546,406,420,43,30,55,40,65,97,80,90,80,130,110,110,420,1
547,501,689,108,112,118,68,72,47,70,83,50,37,50,60,689,1
548,533,211,50,65,107,105,107,86,95,85,85,65,65,35,533,0
549,413,580,80,135,130,95,90,70,62,77,62,50,42,65,413,0
550,74,277,80,100,70,50,60,45,45,60,40,70,50,45,277,1
551,460,713,60,79,105,59,85,36,125,120,90,170,100,95,713,1
552,450,8,60,85,49,60,49,60,78,130,111,130,85,100,8,1
553,376,196,40,40,55,40,70,55,90,75,85,115,90,55,196,1
554,292,510,50,35,55,25,25,15,60,62,50,62,60,40,510,1
555,282,186,70,85,70,60,70,50,125,58,58,76,76,67,282,0
556,384,699,70,70,70,70,70,70,85,60,65,135,105,100,699,1
557,295,741,60,50,50,60,70,50,66,65,48,62,57,52,741,1
558,346,790,70,43,53,43,53,40,95,117,184,44,46,28,346,0
559,269,187,100,164,150,95,120,71,20,40,15,35,35,60,269,0
560,45,323,115,45,20,45,25,20,50,20,40,20,40,20,323,1
561,89,778,25,35,70,95,55,45,57,80,91,80,87,75,778,1
562,151,238,70,60,125,115,70,55,50,50,120,80,80,30,151,0
563,774,667,50,50,150,50,150,50,55,55,55,85,55,30,774,0
564,266,301,50,64,50,45,50,41,60,85,60,50,50,125,301,1
565,602,375,55,63,90,50,80,42,63,120,85,90,55,55,375,1
566,31,490,35,55,40,50,50,90,76,65,45,92,42,91,490,1
567,92,182,35,85,45,35,35,75,40,60,40,40,40,30,92,0
568,588,390,67,57,55,77,55,114,40,70,130,60,130,25,588,0
569,476,434,65,76,84,54,96,105,75,89,85,55,65,36,476,0
570,360,426,45,100,45,45,45,10,105,150,90,150,90,95,426,1
571,101,21,45,50,45,115,55,95,40,45,40,35,35,56,21,1
572,267,182,70,84,70,65,70,51,40,60,40,40,40,30,267,0
573,245,72,65,40,70,80,140,70,55,50,65,175,95,150,72,1
574,10,17,44,48,65,50,64,43,40,35,30,20,20,50,17,1
575,110,425,60,50,70,80,80,140,100,180,160,150,90,90,425,1
576,244,177,45,55,45,65,45,75,85,76,64,45,55,90,177,1
577,209,465,65,65,45,75,45,95,60,45,70,45,90,95,465,1
578,778,760,57,80,91,80,87,75,72,105,115,54,86,68,778,0
579,192,721,40,50,45,70,45,70,88,107,122,74,75,64,192,0
580,340,110,70,75,80,135,80,135,60,50,70,80,80,140,110,1
581,555,443,45,45,55,45,55,63,55,75,50,40,40,80,443,1
582,538,82,75,75,130,75,130,95,55,95,115,45,45,35,538,0
583,123,434,65,55,115,100,40,60,75,89,85,55,65,36,123,0
584,597,627,75,65,55,65,55,69,74,108,133,83,65,32,597,0
585,409,56,95,135,80,110,80,100,10,55,25,35,45,95,409,0
586,458,301,40,29,45,29,45,36,60,85,60,50,50,125,301,1
587,65,644,90,110,80,100,80,95,36,50,50,65,60,44,65,0
588,584,319,55,75,85,25,25,15,84,71,43,71,43,48,319,1
589,262,210,255,10,10,75,135,55,55,45,45,25,25,15,210,1
590,116,492,50,105,79,35,110,76,58,70,45,40,45,42,116,0
591,75,480,90,130,80,65,85,55,49,55,42,42,37,85,480,1
592,38,302,46,57,40,40,40,50,40,30,30,55,30,85,302,1
593,750,656,59,110,150,45,49,35,165,75,80,40,45,65,656,1
594,453,174,60,70,65,125,105,90,65,80,80,59,63,58,453,0
595,375,509,63,120,85,90,55,55,45,20,50,60,120,50,375,0
596,791,203,40,30,35,45,40,55,35,35,40,35,55,50,791,0
597,617,266,105,30,105,140,105,55,50,64,50,45,50,41,617,0
598,480,541,49,55,42,42,37,85,100,120,120,150,100,90,541,1
599,425,750,100,180,160,150,90,90,59,110,150,45,49,35,425,0
600,325,276,50,45,45,35,35,50,70,110,75,145,85,145,276,1
601,385,157,60,90,70,60,120,40,90,85,100,95,125,85,157,1
602,331,648,50,70,100,40,40,30,80,100,70,60,70,95,648,1
603,566,34,45,60,45,25,45,55,75,100,110,45,55,65,34,1
604,86,502,90,65,65,40,40,15,40,50,90,30,55,65,502,1
605,214,435,60,85,42,85,42,91,95,109,105,75,85,56,214,0
606,551,778,100,100,100,100,100,100,57,80,91,80,87,75,551,0
607,300,354,40,55,30,30,30,85,70,100,70,105,75,40,300,0
608,438,630,76,104,71,104,71,108,50,50,62,40,62,65,438,0
609,209,397,65,65,45,75,45,95,80,80,80,80,80,80,209,0
610,582,666,45,60,32,50,32,76,85,115,80,105,80,50,582,0
611,52,780,35,70,55,45,55,25,85,110,76,65,82,56,780,1
612,492,417,58,70,45,40,45,42,80,75,150,75,150,50,417,1
613,519,581,75,95,67,125,95,83,80,115,80,65,55,93,581,1
614,11,771,59,63,80,65,80,58,95,65,65,110,130,60,771,1
615,725,340,41,56,40,62,44,71,70,75,80,135,80,135,340,1
616,286,313,70,90,70,60,60,70,80,80,80,55,55,90,313,1
617,79,633,40,40,35,50,100,70,60,105,60,120,60,105,633,1
618,435,83,95,109,105,75,85,56,80,120,130,55,65,45,435,0
619,565,55,60,85,69,60,69,77,70,65,60,90,75,90,55,1
620,313,754,80,80,80,55,55,90,101,72,72,99,89,29,313,0
621,247,685,45,60,30,80,50,65,89,124,80,55,80,55,247,0
622,698,215,55,85,55,50,55,60,95,75,80,100,110,30,698,0
623,76,567,50,75,35,70,30,40,65,80,65,35,65,60,567,1
624,451,21,80,120,79,95,79,70,40,45,40,35,35,56,451,0
625,132,473,40,45,65,100,120,90,90,50,34,60,44,70,132,0
626,500,215,68,72,78,38,42,32,95,75,80,100,110,30,500,0
627,4,13,80,100,123,122,120,80,79,103,120,135,115,78,4,0
628,111,188,60,40,80,60,45,40,50,25,28,45,55,15,111,0
629,39,519,61,72,57,55,55,65,75,95,67,125,95,83,519,1
630,129,303,80,92,65,65,80,68,60,50,100,85,70,65,129,0
631,306,39,68,65,65,125,115,80,61,72,57,55,55,65,306,0
632,752,595,60,50,150,50,150,60,105,140,95,55,65,45,595,1
633,699,458,85,60,65,135,105,100,40,29,45,29,45,36,699,0
634,708,456,100,150,120,120,100,90,30,42,118,42,88,30,708,0
635,102,304,60,65,60,130,75,110,28,25,25,45,35,40,102,0
636,399,239,70,40,50,55,50,25,50,50,40,30,30,50,239,1
637,37,13,90,92,87,75,85,76,79,103,120,135,115,78,13,1
638,498,282,70,110,70,115,70,90,70,85,70,60,70,50,498,0
639,649,489,55,75,60,75,60,103,100,5,5,15,65,30,649,0
640,535,189,50,65,107,105,107,86,90,30,15,40,20,15,535,0
641,147,189,65,65,60,110,95,130,90,30,15,40,20,15,147,0
642,107,32,30,105,90,25,25,50,60,90,55,90,80,110,32,1
643,688,350,95,110,95,40,95,55,70,140,70,110,65,105,350,1
644,559,540,90,93,55,70,55,55,75,125,70,125,70,115,540,1
645,28,44,65,90,65,61,61,100,73,76,75,81,100,100,44,1
646,277,168,45,60,40,70,50,45,60,62,80,63,80,60,168,1
647,285,328,35,55,35,30,30,35,50,85,125,85,115,20,328,1
648,650,652,50,75,45,40,45,60,69,55,45,55,55,15,650,0
649,638,393,70,55,95,95,110,65,65,130,60,75,60,75,393,1
650,365,233,45,40,60,40,75,50,80,185,115,40,105,75,233,1
651,215,290,95,75,80,100,110,30,50,35,55,25,25,15,215,0
652,576,231,75,98,63,98,63,101,20,10,230,10,230,5,576,0
653,335,333,30,40,55,40,55,60,70,110,180,60,60,50,335,0
654,79,392,40,40,35,50,100,70,65,50,70,95,80,65,79,0
655,181,41,55,35,50,55,110,85,70,45,48,60,65,35,181,0
656,136,546,65,95,57,100,85,93,150,120,100,120,100,90,136,0
657,208,685,75,75,55,105,85,30,89,124,80,55,80,55,685,1
658,634,480,55,50,40,40,40,75,49,55,42,42,37,85,480,1
659,481,690,71,82,64,64,59,112,100,123,75,57,75,80,481,0
660,262,47,255,10,10,75,135,55,40,45,35,30,40,55,47,1
661,87,59,95,75,110,100,80,30,65,70,60,65,65,115,59,1
662,637,695,60,45,70,75,85,55,52,65,50,45,50,38,695,1
663,712,74,125,170,100,120,90,95,80,100,70,50,60,45,712,0
664,696,274,72,85,70,65,70,58,50,65,45,85,65,95,274,1
665,485,101,57,24,86,24,86,23,45,50,45,115,55,95,101,1
666,484,661,103,93,67,71,61,84,40,55,70,45,60,30,661,1
667,721,631,88,107,122,74,75,64,80,95,82,60,82,75,631,1
668,354,257,70,100,70,105,75,40,50,95,95,35,110,70,257,1
669,485,605,57,24,86,24,86,23,40,55,99,40,79,47,605,1
670,27,798,40,60,30,31,31,70,80,110,60,150,130,70,798,1
671,604,131,30,45,59,30,39,57,60,75,85,100,85,115,131,1
672,336,532,60,60,75,60,75,80,50,50,77,95,77,91,532,1
673,298,179,70,70,40,60,40,60,100,50,50,76,96,70,179,1
674,297,394,40,40,50,30,30,30,65,150,60,115,60,115,394,1
675,260,358,45,75,37,70,55,83,80,45,65,90,110,80,260,0
676,429,475,50,150,50,150,50,150,55,66,44,44,56,85,429,0
677,546,416,150,120,100,120,100,90,80,50,100,100,200,50,546,0
678,174,224,65,80,80,59,63,58,75,85,200,55,65,30,174,0
679,65,173,90,110,80,100,80,95,50,65,64,44,48,43,65,0
680,793,247,126,131,95,131,98,99,45,60,30,80,50,65,793,0
681,530,437,45,100,135,65,135,45,64,78,52,78,52,81,437,1
682,154,650,80,105,65,60,75,130,50,75,45,40,45,60,154,0
683,627,150,74,108,133,83,65,32,35,40,100,90,55,35,150,1
684,47,334,40,45,35,30,40,55,70,140,230,60,80,50,334,1
685,146,660,130,65,60,110,95,65,74,94,131,54,116,20,660,1
686,348,105,45,90,20,65,20,65,60,48,45,43,90,42,348,0
687,712,575,125,170,100,120,90,95,50,53,48,53,48,64,712,0
688,602,728,55,63,90,50,80,42,38,36,38,32,36,57,728,1
689,523,461,65,60,110,130,95,65,60,69,95,69,95,36,523,0
690,347,526,100,73,83,73,83,55,85,80,70,135,75,90,526,1
691,579,373,50,55,50,36,30,43,110,78,73,76,71,60,579,0
692,2,214,60,62,63,80,80,60,60,85,42,85,42,91,214,1
693,10,596,44,48,65,50,64,43,50,50,40,50,40,64,596,1
694,531,762,70,80,70,80,70,110,65,75,90,97,123,44,531,0
695,430,516,50,180,20,180,20,150,115,140,130,55,55,40,430,0
696,305,400,38,35,35,65,55,50,90,60,70,75,70,45,305,0
697,158,258,90,90,85,125,90,100,45,30,15,85,65,65,158,0
698,528,38,68,165,95,65,115,110,46,57,40,40,40,50,528,0
699,54,600,60,55,50,40,55,45,75,125,75,30,75,85,600,1
700,424,728,100,150,140,100,90,90,38,36,38,32,36,57,424,0
701,232,333,80,125,75,40,95,85,70,110,180,60,60,50,232,0
702,162,114,91,134,95,100,100,80,60,80,110,50,80,45,162,0
703,59,118,65,70,60,65,65,115,40,65,95,60,45,35,59,0
704,632,742,40,65,40,80,40,65,123,100,62,97,81,68,742,1
705,488,708,20,25,45,70,90,60,100,150,120,120,100,90,708,1
706,180,690,40,20,30,40,80,55,100,123,75,57,75,80,690,1
707,129,423,80,92,65,65,80,68,100,150,90,180,160,90,423,1
708,162,439,91,134,95,100,100,80,53,51,53,61,56,40,162,0
709,592,267,103,60,126,80,126,50,70,84,70,65,70,51,267,1
710,727,219,72,95,67,103,71,122,70,80,65,90,65,85,727,0
711,707,764,100,120,100,150,120,90,71,73,88,120,89,59,707,0
712,537,525,50,65,107,105,107,86,110,130,80,70,60,80,537,0
713,798,672,80,110,60,150,130,70,46,87,60,30,40,57,672,1
714,6,47,58,64,58,80,65,80,40,45,35,30,40,55,6,0
715,421,225,80,130,100,160,120,110,75,125,230,55,95,30,421,0
716,703,732,79,115,70,125,80,111,78,81,71,74,69,126,732,1
717,743,248,67,82,62,46,48,43,75,90,50,110,80,95,248,1
718,773,454,67,58,57,81,67,101,67,125,40,30,30,58,773,0
719,286,680,70,90,70,60,60,70,109,66,84,81,99,32,286,0
720,541,302,100,120,120,150,100,90,40,30,30,55,30,85,541,0
721,210,686,55,45,45,25,25,15,45,85,70,40,40,60,686,1
722,503,62,70,90,110,60,75,95,40,80,35,35,45,70,503,0
723,423,734,100,150,90,180,160,90,45,22,60,27,30,29,423,0
724,280,524,80,160,80,130,80,100,75,95,125,45,75,95,280,0
725,116,681,50,105,79,35,110,76,45,85,50,55,50,65,116,0
726,365,680,45,40,60,40,75,50,109,66,84,81,99,32,680,1
727,330,664,50,105,125,55,95,50,35,55,40,45,40,60,664,1
728,462,463,70,94,50,94,50,66,30,30,42,30,42,70,463,1
729,242,325,35,65,35,65,35,65,50,45,45,35,35,50,242,0
730,131,340,60,75,85,100,85,115,70,75,80,135,80,135,340,1
731,713,794,125,120,90,170,100,95,126,131,95,131,98,99,794,1
732,234,667,55,95,55,35,75,115,55,55,55,85,55,30,234,0
733,270,772,106,90,130,90,154,110,78,92,75,74,63,118,772,1
734,200,393,100,50,80,60,80,50,65,130,60,75,60,75,393,1
735,181,351,55,35,50,55,110,85,130,70,35,70,35,60,181,0
736,546,350,150,120,100,120,100,90,70,140,70,110,65,105,350,1
737,665,39,65,85,70,75,70,40,61,72,57,55,55,65,39,1
738,475,402,55,66,44,44,56,85,35,64,85,74,55,32,475,0
739,383,722,95,60,79,100,125,81,40,45,40,62,60,60,383,0
740,401,580,110,80,90,95,90,65,62,77,62,50,42,65,580,1
741,123,609,65,55,115,100,40,60,45,35,50,70,50,30,123,0
742,502,123,40,50,90,30,55,65,65,55,115,100,40,60,502,0
743,98,537,30,65,100,45,25,40,50,65,107,105,107,86,537,1
744,565,716,60,85,69,60,69,77,100,77,77,128,128,90,716,1
745,512,100,90,132,105,132,105,30,30,35,30,100,35,80,512,0
746,240,93,100,100,80,60,60,50,60,110,70,60,60,100,93,1
747,646,468,71,95,85,110,95,79,45,35,45,62,53,35,646,0
748,89,470,25,35,70,95,55,45,76,48,48,57,62,34,89,0
749,438,284,76,104,71,104,71,108,100,150,110,95,110,70,438,0
750,125,31,105,125,100,60,100,100,35,55,40,50,50,90,125,0
751,570,222,64,88,50,88,50,106,100,70,70,65,65,45,570,0
752,350,512,70,140,70,110,65,105,90,132,105,132,105,30,512,1
753,643,42,75,87,63,87,63,98,95,70,73,95,90,60,643,0
754,560,316,110,123,65,100,65,65,61,90,45,50,50,160,316,1
755,715,343,91,72,90,129,90,108,65,73,55,47,75,85,715,0
756,126,622,30,40,70,70,25,60,65,90,115,45,115,58,126,0
757,278,184,60,85,60,85,60,55,85,90,80,70,80,130,184,1
758,604,130,30,45,59,30,39,57,30,45,55,70,55,85,130,1
759,558,573,65,63,45,45,45,45,50,53,48,53,48,64,573,1
760,411,220,40,55,80,35,60,30,50,65,90,35,35,15,411,0
761,132,181,40,45,65,100,120,90,55,35,50,55,110,85,132,0
762,592,748,103,60,126,80,126,50,74,48,76,83,81,104,748,1
763,709,260,89,125,90,115,80,101,45,75,37,70,55,83,709,0
764,515,598,110,85,95,80,95,50,105,95,75,85,75,74,598,1
765,576,530,75,98,63,98,63,101,45,100,135,65,135,45,576,0
766,512,205,90,132,105,132,105,30,75,55,70,55,95,110,512,0
767,268,458,100,134,110,95,100,61,40,29,45,29,45,36,268,0
768,633,113,60,105,60,120,60,105,50,50,95,40,50,35,633,0
769,368,101,73,115,60,60,60,90,45,50,45,115,55,95,101,1
770,371,61,70,95,85,55,65,70,80,82,78,95,80,85,61,1
771,248,339,75,90,50,110,80,95,70,75,60,105,60,105,339,1
772,256,30,35,35,35,35,35,35,60,85,69,65,79,80,30,1
773,691,593,70,55,75,45,65,60,75,80,55,25,35,35,691,0
774,118,349,40,65,95,60,45,35,70,120,40,95,40,95,349,1
775,216,30,60,60,60,85,85,85,60,85,69,65,79,80,216,0
776,540,545,75,125,70,125,70,115,150,100,120,100,120,90,540,0
777,664,13,35,55,40,45,40,60,79,103,120,135,115,78,13,1
778,292,52,50,35,55,25,25,15,35,70,55,45,55,25,52,1
779,120,256,80,85,95,30,30,25,35,35,35,35,35,35,256,1
780,178,456,60,30,30,36,56,50,30,42,118,42,88,30,178,0
781,148,343,65,130,60,95,110,65,65,73,55,47,75,85,343,1
782,693,68,85,97,66,105,66,65,90,95,95,70,90,70,68,1
783,547,719,120,70,120,75,130,85,56,61,65,48,45,38,547,0
784,93,738,60,110,70,60,60,100,44,38,39,61,79,42,93,0
785,664,398,35,55,40,45,40,60,80,120,80,120,80,100,398,1
786,347,589,100,73,83,73,83,55,60,85,40,30,45,68,589,1
787,222,568,100,70,70,65,65,45,85,110,90,45,90,80,568,1
788,349,425,70,120,40,95,40,95,100,180,160,150,90,90,349,0
789,166,559,100,100,100,100,100,100,90,93,55,70,55,55,166,0
790,50,306,60,65,70,85,75,40,68,65,65,125,115,80,306,1
791,361,716,50,70,50,50,50,70,100,77,77,128,128,90,716,1
792,226,509,60,80,50,40,40,30,45,20,50,60,120,50,226,0
793,2,594,60,62,63,80,80,60,85,105,85,40,50,40,2,0
794,50,134,60,65,70,85,75,40,65,50,35,115,95,95,134,1
795,459,111,60,59,85,79,105,36,60,40,80,60,45,40,111,1
796,667,96,55,55,55,85,55,30,80,80,50,40,50,25,667,0
797,260,215,45,75,37,70,55,83,95,75,80,100,110,30,215,1
798,380,694,45,95,50,40,50,75,58,109,112,48,48,109,694,1
799,496,485,135,85,40,40,85,5,57,24,86,24,86,23,496,0
800,310,153,60,40,60,40,60,35,60,115,105,65,70,80,153,1
801,349,663,70,120,40,95,40,95,60,100,115,70,85,90,349,0
802,516,130,115,140,130,55,55,40,30,45,55,70,55,85,516,0
803,783,681,54,66,70,44,55,46,45,85,50,55,50,65,783,0
804,657,355,50,47,50,57,50,65,70,120,100,145,105,20,355,1
805,549,100,100,100,100,100,100,100,30,35,30,100,35,80,549,0
